Country,Date,Round,Challenge,Streetview,Coordinates,Region,Record Count
Germany,"Jul 1, 2025",2,Challenge,Street view,"51.318573961180434,9.4607751676532637",Hessen,1
Sweden,"Jul 1, 2025",3,Challenge,Street view,"59.468976124000072,18.304052037350637",Stockholms län,1
Ukraine,"Jul 1, 2025",4,Challenge,Street view,"49.808479916716351,30.084821304139961",Kyivs'ka oblast,1
Thailand,"Jul 1, 2025",5,Challenge,Street view,"12.238890828606472,102.53459084533576",Chang Wat Trat,1
Japan,"Jul 2, 2025",1,Challenge,Street view,"34.806757990925966,132.84435742633272",Hiroshima,1
Nigeria,"Jul 2, 2025",2,Challenge,Street view,"5.54475573724558,5.7452581461188332",Delta,1
Iceland,"Jul 2, 2025",3,Challenge,Street view,"66.064855318518283,-23.125989051198207",Ísafjarðarbær,1
Brazil,"Jul 2, 2025",4,Challenge,Street view,"-9.4117495488653464,-40.498525451813606",Bahia,1
Croatia,"Jul 2, 2025",5,Challenge,Street view,"46.181129347353576,16.8501956166091",Koprivničko-križevačka županija,1
Serbia,"Jul 3, 2025",1,Challenge,Street view,"45.812297578120756,20.455462668681204",Severnobanatski okrug,1
Poland,"Jul 3, 2025",2,Challenge,Street view,"52.209521990991369,18.255069203801487",Województwo wielkopolskie,1
Botswana,"Jul 3, 2025",3,Challenge,Street view,"-20.471433466318452,22.706414998522359",North-West District,1
Colombia,"Jul 3, 2025",4,Challenge,Street view,"2.4333300976903218,-76.60988651031353",Cauca,1
Bermuda,"Jul 3, 2025",5,Challenge,Street view,"32.257857854553258,-64.820513598890528",Southampton Parish,1
Australia,"Jul 4, 2025",1,Challenge,Street view,"-35.025102325461596,117.88995896318967",Western Australia,1
Taiwan,"Jul 4, 2025",2,Challenge,Street view,"22.605243052958915,120.31327682650668",Kaohsiung City,1
United Kingdom,"Jul 4, 2025",3,Challenge,Street view,"55.0682609222703,-3.5806787069616695",Dumfries and Galloway,1
United States,"Jul 4, 2025",4,Challenge,Street view,"42.554191969892862,-114.45538191677267",Idaho,1
Bulgaria,"Jul 4, 2025",5,Challenge,Street view,"41.92778261588181,25.563172917330231",Haskovo,1
Czechia,"Jul 5, 2025",1,Challenge,Street view,"49.711051195654953,14.906406118220605",Středočeský kraj,1
Romania,"Jul 5, 2025",2,Challenge,Street view,"44.126820631823207,24.361058355912604",Județul Olt,1
Kenya,"Jul 5, 2025",3,Challenge,Street view,"-1.4834319084440921,36.962715094588319",Nairobi County,1
Malaysia,"Jul 5, 2025",4,Challenge,Street view,"6.3576127317971265,99.755087624362275",Kedah,1
Russia,"Jul 5, 2025",5,Challenge,Street view,"50.257079721218716,127.51527653576625",Amurskaya oblast',1
Peru,"Jul 6, 2025",1,Challenge,Street view,"-16.359855346761726,-72.204479660207866",Arequipa,1
United States,"Jul 6, 2025",2,Challenge,Street view,"32.6843022251247,-115.48131136924655",California,1
Guatemala,"Jul 6, 2025",3,Challenge,Street view,"14.675558474259216,-92.142465196099423",San Marcos Department,1
Albania,"Jul 6, 2025",4,Challenge,Street view,"41.185103244459192,19.565947183934181",Qarku i Tiranës,1
Kazakhstan,"Jul 6, 2025",5,Challenge,Street view,"49.701962856219922,72.576348321896887",Qarağandı oblısı,1
Türkiye,"Jul 7, 2025",1,Challenge,Street view,"39.576702134932269,32.116768747000208",Ankara,1
US Virgin Islands,"Jul 7, 2025",2,Challenge,Street view,"17.714812780529495,-64.883827181735015",St. Croix,1
Ecuador,"Jul 7, 2025",3,Challenge,Street view,"-0.96087315338214008,-80.705067808315832",Manabí,1
Italy,"Jul 7, 2025",4,Challenge,Street view,"44.81209628504584,11.638493810777383",Emilia-Romagna,1
Iceland,"Jul 7, 2025",5,Challenge,Street view,"65.898555151573433,-19.406535827353206",Skagafjörður,1
United States,"Jul 8, 2025",1,Challenge,Street view,"29.597628568729164,-95.627860990561118",Texas,1
Indonesia,"Jul 8, 2025",2,Challenge,Street view,"-9.6377117571534381,119.41366141585448",East Nusa Tenggara,1
Denmark,"Jul 8, 2025",3,Challenge,Street view,"56.506259064925665,8.587902797757998",Central Denmark Region,1
Spain,"Jul 8, 2025",4,Challenge,Street view,"35.270473463231632,-2.94338191113658",Melilla,1
Serbia,"Jul 8, 2025",5,Challenge,Street view,"45.260368032279175,19.799350950120022",Južnobački okrug,1
Finland,"Jul 9, 2025",1,Challenge,Street view,"59.824901009507947,22.934951037967931",Uusimaa,1
South Africa,"Jul 9, 2025",2,Challenge,Street view,"-28.801533851397689,32.080121711071705",KwaZulu-Natal,1
Brazil,"Jul 9, 2025",3,Challenge,Street view,"-0.050513919071111926,-51.195012069831094",Amapá,1
Australia,"Jul 9, 2025",4,Challenge,Street view,"-34.37753973431002,136.10308138505923",South Australia,1
Mexico,"Jul 9, 2025",5,Challenge,Street view,"25.804442789412185,-109.03835597330621",Sinaloa,1
Germany,"Jul 10, 2025",1,Challenge,Street view,"50.58231,11.14382",Thüringen,1
India,"Jul 10, 2025",2,Challenge,Street view,"19.341621007131039,72.824547619182866",Maharashtra,1
South Africa,"Jul 10, 2025",3,Challenge,Street view,"-28.3521259359066,30.52998716116241",KwaZulu-Natal,1
Bolivia,"Jul 10, 2025",4,Challenge,Street view,"-16.502182989450855,-68.152559891103863",Departamento de La Paz,1
Switzerland,"Jul 10, 2025",5,Challenge,Street view,"46.992228417959311,6.9318107373665763",Neuchâtel,1
India,"Jul 11, 2025",1,Challenge,Street view,"18.735787114140713,73.094687534352815",Maharashtra,1
Australia,"Jul 11, 2025",2,Challenge,Street view,"-41.253514878288627,146.96490184807038",Tasmania,1
United States,"Jul 11, 2025",3,Challenge,Street view,"26.139883529193785,-98.054083527116717",Texas,1
Colombia,"Jul 11, 2025",4,Challenge,Street view,"5.7097885945896252,-75.697277561988329",Antioquia,1
United Kingdom,"Jul 11, 2025",5,Challenge,Street view,"51.4317717137638,0.400988250940731",Kent,1
Canada,"Jul 12, 2025",1,Challenge,Street view,"51.596089025874321,-55.533068277298092",Newfoundland and Labrador,1
Germany,"Jul 12, 2025",2,Challenge,Street view,"48.394640665923774,9.9833695602849915",Baden-Württemberg,1
Philippines,"Jul 12, 2025",3,Challenge,Street view,"10.310915049719632,123.95133739604162",Cebu,1
South Africa,"Jul 12, 2025",4,Challenge,Street view,"-33.81021902604644,18.378494171147249",Western Cape,1
Japan,"Jul 12, 2025",5,Challenge,Street view,"34.773862005992335,136.10222503055911",Mie,1
Tunisia,"Jul 13, 2025",1,Challenge,Street view,"36.793036424784205,10.164969810401638",Tunis Governorate,1
Spain,"Jul 13, 2025",2,Challenge,Street view,"40.962976863052887,-5.6674847580225567",Castilla y León,1
Peru,"Jul 13, 2025",3,Challenge,Street view,"-12.057323864954212,-77.080966296212438",Lima Province,1
"Korea, South","Jul 13, 2025",4,Challenge,Street view,"37.58768819816698,126.99361167105556",Seoul,1
Mongolia,"Jul 13, 2025",5,Challenge,Street view,"47.915054955444418,106.91208156755012",Ulaanbaatar,1
Kazakhstan,"Jul 14, 2025",1,Challenge,Street view,"43.679953607447167,51.161943269068125",Mangystau Region,1
Greece,"Jul 14, 2025",2,Challenge,Street view,"40.258031269660655,22.514414795362917",Central Macedonia,1
Senegal,"Jul 14, 2025",3,Challenge,Street view,"15.628147340607651,-16.2323979283513",Louga Region,1
Chile,"Jul 14, 2025",4,Challenge,Street view,"-39.808823238728444,-73.25565330733582",Los Ríos,1
Latvia,"Jul 14, 2025",5,Challenge,Street view,"56.126441671071191,27.011210877466265",Preiļu novads,1
Türkiye,"Jul 15, 2025",1,Challenge,Street view,"36.06549724536471,32.845197865640287",Mersin,1
Namibia,"Jul 15, 2025",2,Challenge,Street view,"-17.78982068478895,15.712912832256237",Oshana Region,1
Belgium,"Jul 15, 2025",3,Challenge,Street view,"50.935029035497557,5.3567926923822879",Vlaanderen,1
Vietnam,"Jul 15, 2025",4,Challenge,Street view,"10.951432989281688,106.84430993233062",Dong Nai,1
United States,"Jul 15, 2025",5,Challenge,Street view,"30.412607110423782,-86.4946507349844",Florida,1
Serbia,"Jul 16, 2025",1,Challenge,Street view,"44.826713141488874,20.447345326194629",Grad Beograd,1
Brazil,"Jul 16, 2025",2,Challenge,Street view,"-23.968502848434444,-46.345124632132269",São Paulo,1
Indonesia,"Jul 16, 2025",3,Challenge,Street view,"-10.791309047575096,123.00199060620855",East Nusa Tenggara,1
Australia,"Jul 16, 2025",4,Challenge,Street view,"-37.025631744861023,145.15199726070128",Victoria,1
Austria,"Jul 16, 2025",5,Challenge,Street view,"47.384666132763321,15.09274869046174",Steiermark,1
Tunisia,"Jul 17, 2025",1,Challenge,Street view,"34.795623776301426,10.852320267528205",Sfax Governorate,1
Bhutan,"Jul 17, 2025",2,Challenge,Street view,"27.481565509000081,89.360751804947157",Paro,1
Sweden,"Jul 17, 2025",3,Challenge,Street view,"60.678146879048064,17.1744830469275",Gävleborgs län,1
Brazil,"Jul 17, 2025",4,Challenge,Street view,"-10.93993360130774,-37.068983082056796",Sergipe,1
Cocos (Keeling) Islands,"Jul 17, 2025",5,Challenge,Street view,"-12.119276485254497,96.896927589056986",Shire of Cocos,1
Norway,"Jul 18, 2025",1,Challenge,Street view,"65.475370055302378,12.225778566593853",Nordland,1
Argentina,"Jul 18, 2025",2,Challenge,Street view,"-43.281755352162591,-65.316691980029859",Chubut,1
Spain,"Jul 18, 2025",3,Challenge,Street view,"41.90282871417368,-8.877292484425789",Galicia,1
India,"Jul 18, 2025",4,Challenge,Street view,"26.92168246993749,75.787275939996121",Rajasthan,1
Vietnam,"Jul 18, 2025",5,Challenge,Street view,"20.94634636845279,107.02666598410214",Vietnam,1
Japan,"Jul 19, 2025",1,Challenge,Street view,"39.007373552205308,141.64827044051353",Iwate,1
Russia,"Jul 19, 2025",2,Challenge,Street view,"67.501808120442092,64.044434820330238",Respúblika Kómi,1
North Macedonia,"Jul 19, 2025",3,Challenge,Street view,"42.004208345113362,20.975189053743467",Komuna e Tetovës,1
Peru,"Jul 19, 2025",4,Challenge,Street view,"-5.8859884485839169,-76.107295809892534",Loreto,1
South Africa,"Jul 19, 2025",5,Challenge,Street view,"-31.591702238466528,28.786964326844526",Eastern Cape,1
Thailand,"Jul 20, 2025",1,Challenge,Street view,"14.020876847082317,99.53394395665488",Chang Wat Kanchanaburi,1
Chile,"Jul 20, 2025",2,Challenge,Street view,"-27.37404908128816,-70.325181637596771",Atacama,1
Mexico,"Jul 20, 2025",3,Challenge,Street view,"16.862118343999754,-99.870385156002214",Guerrero,1
Brazil,"Jul 20, 2025",4,Challenge,Street view,"-23.35580503923283,-51.180148026917706",Paraná,1
Türkiye,"Jul 20, 2025",5,Challenge,Street view,"37.753897584508863,30.263065032551033",Burdur,1
Namibia,"Jul 21, 2025",1,Challenge,Street view,"-28.547425318669085,16.428458319781868",Karas Region,1
Iceland,"Jul 21, 2025",2,Challenge,Street view,"64.015508063847051,-16.974789024748929",Sveitarfélagið Hornafjörður,1
Estonia,"Jul 21, 2025",3,Challenge,Street view,"59.386520480462352,28.202905862206652",Ida-Viru maakond,1
Indonesia,"Jul 21, 2025",4,Challenge,Street view,"-8.4740232619809213,118.75319856567599",Nusa Tenggara Barat,1
United States,"Jul 21, 2025",5,Challenge,Street view,"56.80696181764965,-132.95856125102989",Alaska,1
Germany,"Jul 22, 2025",1,Challenge,Street view,"52.428873071272527,9.60268104797529",Niedersachsen,1
Brazil,"Jul 22, 2025",2,Challenge,Street view,"-16.09958234401142,-57.64866326732335",Mato Grosso,1
Spain,"Jul 22, 2025",3,Challenge,Street view,"39.47168377576935,-6.3672553424443752",Extremadura,1
Philippines,"Jul 22, 2025",4,Challenge,Street view,"13.394091863573868,121.17883588076843",Oriental Mindoro,1
United States,"Jul 22, 2025",5,Challenge,Street view,"26.131683145267562,-81.8056823445371",Florida,1
Poland,"Jul 23, 2025",1,Challenge,Street view,"54.4764871848715,17.031424606876644",Województwo pomorskie,1
Greece,"Jul 23, 2025",2,Challenge,Street view,"38.959723471314575,20.758234720178294",-,1
Mexico,"Jul 23, 2025",3,Challenge,Street view,"28.191413142806994,-105.49439771565599",Chihuahua,1
United Kingdom,"Jul 23, 2025",4,Challenge,Street view,"53.743768592695453,-0.33129201116191109",Kingston upon Hull,1
Australia,"Jul 23, 2025",5,Challenge,Street view,"-23.44196513512777,144.3230985244019",Queensland,1
Ghana,"Jul 24, 2025",1,Challenge,Street view,"6.6964391865901751,-1.6207966033298011",Ashanti Region,1
Malta,"Jul 24, 2025",2,Challenge,Street view,"35.876980353766321,14.43977916202553",Malta,1
Oman,"Jul 24, 2025",3,Challenge,Street view,"23.236720532916891,56.505516755095577",Ad Dhahirah Governorate,1
Indonesia,"Jul 24, 2025",4,Challenge,Street view,"-3.7904881633319616,102.25261551826966",Bengkulu,1
Ecuador,"Jul 24, 2025",5,Challenge,Street view,"0.35182082838069589,-78.1350731621223",Imbabura,1
United States,"Jul 25, 2025",1,Challenge,Street view,"42.463353352537212,-96.376033963951059",Iowa,1
Hungary,"Jul 25, 2025",2,Challenge,Street view,"46.634308932938396,21.260099670248355",Békés County,1
Mongolia,"Jul 25, 2025",3,Challenge,Street view,"48.964232714030359,89.967341921728149",Bayan-Ölgii,1
South Africa,"Jul 25, 2025",4,Challenge,Street view,"-27.463475561247581,23.437031703299194",Northern Cape,1
Italy,"Jul 25, 2025",5,Challenge,Street view,"42.216614609613522,14.38946490327317",Abruzzo,1
Serbia,"Jul 26, 2025",1,Challenge,Street view,"43.314531257260931,21.885724703078171",Nišavski okrug,1
Romania,"Jul 26, 2025",2,Challenge,Street view,"47.797929399327508,22.894462816185289",Județul Satu Mare,1
"Korea, South","Jul 26, 2025",3,Challenge,Street view,"36.034696865132489,129.37520792045856",Gyeongsangbuk-do,1
Argentina,"Jul 26, 2025",4,Challenge,Street view,"-31.602124168738268,-68.466207733007565",San Juan,1
Croatia,"Jul 26, 2025",5,Challenge,Street view,"43.516021568622534,16.248616746452424",Splitsko-dalmatinska županija,1
Austria,"Jul 27, 2025",1,Challenge,Street view,"47.218853558705213,14.762618488790201",Steiermark,1
Slovenia,"Jul 27, 2025",2,Challenge,Street view,"46.362649713314568,14.081922637341286",Radovljica,1
Colombia,"Jul 27, 2025",3,Challenge,Street view,"11.235746996416557,-74.218172363196118",Magdalena,1
Jordan,"Jul 27, 2025",4,Challenge,Street view,"32.276448171167047,35.892013289238022",Jerash Governorate,1
Nigeria,"Jul 27, 2025",5,Challenge,Street view,"9.9029389389363534,8.8719332587518238",Plateau,1
Belarus,"Jul 28, 2025",1,Challenge,Street view,"53.9038613654751,27.558006747135238",Minskaja voblasć,1
Vietnam,"Jul 28, 2025",2,Challenge,Street view,"11.305305735908593,106.13278547422833",Tây Ninh,1
Türkiye,"Jul 28, 2025",3,Challenge,Street view,"39.870469901005848,44.516263078487924",Iğdır,1
Canada,"Jul 28, 2025",4,Challenge,Street view,"46.115208591036357,-60.195375940848621",Nova Scotia,1
Uruguay,"Jul 28, 2025",5,Challenge,Street view,"-32.320686577120775,-58.10062786095034",Departamento de Paysandú,1
Montenegro,"Jul 29, 2025",1,Challenge,Street view,"42.84321024402476,19.870820049450248",Opština Berane,1
New Zealand,"Jul 29, 2025",2,Challenge,Street view,"-35.684215448142638,174.3356133334253",Northland Region,1
United States,"Jul 29, 2025",3,Challenge,Street view,"39.172025526364664,-96.562791738129576",Kansas,1
Colombia,"Jul 29, 2025",4,Challenge,Street view,"5.6769619818338182,-76.657585386640136",Chocó,1
Italy,"Jul 29, 2025",5,Challenge,Street view,"38.837812072351788,16.399891669154865",Calabria,1
France,"Jul 30, 2025",1,Challenge,Street view,"47.016007337266878,0.086316998386858829",Nouvelle-Aquitaine,1
Ukraine,"Jul 30, 2025",2,Challenge,Street view,"50.005200107376318,36.231927911072056",Kharkivs'ka oblast,1
Indonesia,"Jul 30, 2025",3,Challenge,Street view,"-0.95023812617867087,122.782777584916",Central Sulawesi,1
Japan,"Jul 30, 2025",4,Challenge,Street view,"39.888294693278254,139.83648487069334",Akita,1
Mexico,"Jul 30, 2025",5,Challenge,Street view,"20.380705087979802,-104.82203806861546",Jalisco,1
Malaysia,"Jul 31, 2025",1,Challenge,Street view,"4.5938453099426209,103.45101954953994",Terengganu,1
Czechia,"Jul 31, 2025",2,Challenge,Street view,"48.8120277513017,14.313661659375342",Jihočeský kraj,1
Portugal,"Jul 31, 2025",3,Challenge,Street view,"40.337719467068553,-6.8140680779437082",Distrito da Guarda,1
India,"Jul 31, 2025",4,Challenge,Street view,"16.500818006599882,80.645955238183291",Andhra Pradesh,1
Senegal,"Jul 31, 2025",5,Challenge,Street view,"14.415906753695408,-16.98335245292909",Thiès Region,1
Lithuania,"Aug 1, 2025",1,Challenge,Street view,"54.191417546125578,25.626697311516082",Vilniaus apskritis,1
Spain,"Aug 1, 2025",2,Challenge,Street view,"38.753448902189739,-3.4118106126722743",Castilla-La Mancha,1
Argentina,"Aug 1, 2025",3,Challenge,Street view,"-37.449535401899809,-61.936802564437549",Provincia de Buenos Aires,1
Faroe Islands,"Aug 1, 2025",4,Challenge,Street view,"62.22556166042235,-6.58718165439368",Northern Isles,1
Australia,"Aug 1, 2025",5,Challenge,Street view,"-42.985680287119742,147.30685327998134",Tasmania,1
Poland,"Aug 2, 2025",1,Challenge,Street view,"52.0278499692212,23.133888412131736",Województwo lubelskie,1
United States,"Aug 2, 2025",2,Challenge,Street view,"37.272932695604396,-76.020731719134744",Virginia,1
South Africa,"Aug 2, 2025",3,Challenge,Street view,"-30.682302338236749,26.714637689743338",Eastern Cape,1
Qatar,"Aug 2, 2025",4,Challenge,Street view,"25.681623813510956,51.517547148548381",Al Khor and Al Thakhira Municipality,1
Spain,"Aug 2, 2025",5,Challenge,Street view,"41.636887979013764,-4.7229529905067835",Castilla y León,1
Canada,"Aug 3, 2025",1,Challenge,Street view,"46.310501737613059,-79.469183845319449",Ontario,1
Philippines,"Aug 3, 2025",2,Challenge,Street view,"12.668902838005307,123.87856432278025",Sorsogon,1
Lebanon,"Aug 3, 2025",3,Challenge,Street view,"34.42743969087541,35.834497402720935",North Governorate,1
Switzerland,"Aug 3, 2025",4,Challenge,Street view,"46.476521837966331,8.7744362522854829",Ticino,1
Greece,"Aug 3, 2025",5,Challenge,Street view,"37.123178541921021,25.238560021491008",Southern Aegean,1
Finland,"Aug 4, 2025",1,Challenge,Street view,"64.248797227329518,23.823200325056284",Pohjois-Pohjanmaa,1
"Korea, South","Aug 4, 2025",2,Challenge,Street view,"37.446842634132565,126.59335152318474",Incheon,1
Poland,"Aug 4, 2025",3,Challenge,Street view,"51.787761522887472,21.201096460412046",Województwo mazowieckie,1
Nigeria,"Aug 4, 2025",4,Challenge,Street view,"6.3082642668650228,8.0908289829519315",Ebonyi,1
Brazil,"Aug 4, 2025",5,Challenge,Street view,"-14.520853686554586,-49.142911185701962",Goiás,1
United Arab Emirates,"Aug 5, 2025",1,Challenge,Street view,"25.296028609369646,55.524137549485339",Sharjah,1
